"Four-Year Graduation Rates, Trend"
"All Districts, Special Education Status"

"Connecticut Technical High School System","Non-Special Education",93.3,95.8,96.2,96.2,97.6
"Connecticut Technical High School System","Special Education",94.6,96.8,97.6,95.0,95.4
"Coventry School District","Non-Special Education",94.0,87.5,93.3,99.1,99.0
"Coventry School District","Special Education",65.0,80.0,73.7,82.6,63.2
"Cromwell School District","Non-Special Education",98.6,97.7,95.2,"*",98.1
"Cromwell School District","Special Education",60.9,54.5,70.0,"*",85.0
"Danbury School District","Non-Special Education",79.3,79.7,79.0,82.1,78.5
"Danbury School District","Special Education",57.9,51.9,46.4,46.5,65.5
"Darien School District","Non-Special Education",96.6,97.4,98.6,98.9,98.6
"Darien School District","Special Education",88.9,90.7,87.2,86.2,83.3
"Department of Mental Health and Addiction Services","Non-Special Education","N/A","N/A","*","N/A","N/A"
"Department of Mental Health and Addiction Services","Special Education","N/A","N/A","*","*","N/A"
"Derby School District","Non-Special Education",71.6,"*","*",85.1,81.4
"Derby School District","Special Education",66.7,"*","*",60.0,93.8
"East Granby School District","Non-Special Education",97.1,96.2,98.4,"*",100.0
"East Granby School District","Special Education",85.7,88.9,66.7,"*",100.0
"East Haddam School District","Non-Special Education","*",93.4,97.6,97.7,96.8
"East Haddam School District","Special Education","*",81.8,86.7,72.2,60.0
"East Hampton School District","Non-Special Education",94.4,97.4,99.2,"*",98.2
"East Hampton School District","Special Education",64.3,54.5,66.7,"*",61.5
"East Hartford School District","Non-Special Education",82.4,81.1,81.6,81.4,91.3
"East Hartford School District","Special Education",61.3,55.8,56.8,63.6,72.2
"East Haven School District","Non-Special Education",87.8,76.8,77.7,84.3,80.5
"East Haven School District","Special Education",58.6,47.2,48.4,59.5,52.3
"East Lyme School District","Non-Special Education",96.5,96.8,98.5,97.9,97.9
"East Lyme School District","Special Education",94.4,82.7,71.4,64.9,74.3
"East Windsor School District","Non-Special Education",81.5,89.6,88.2,90.2,90.0
"East Windsor School District","Special Education",83.3,66.7,60.0,82.4,75.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education","*",80.0,82.8,73.7,73.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education","*",76.2,54.5,77.8,88.9
"Ellington School District","Non-Special Education",94.5,93.9,93.3,97.1,100.0
"Ellington School District","Special Education",94.1,59.1,78.9,81.8,82.9
"Elm City College Preparatory School District","Non-Special Education","N/A","*",61.5,"*","*"
"Elm City College Preparatory School District","Special Education","N/A","*","N/A","*","*"
"Enfield School District","Non-Special Education",84.5,90.1,91.3,89.0,89.9
"Enfield School District","Special Education",53.7,60.5,65.2,70.0,66.7
"Explorations District","Non-Special Education","*","*","*",61.1,84.6
"Explorations District","Special Education","*","*","*",77.8,90.0
"Fairfield School District","Non-Special Education",95.7,96.0,95.7,96.9,97.6
"Fairfield School District","Special Education",69.0,82.8,69.1,69.1,71.0
"Farmington School District","Non-Special Education",95.1,97.4,97.9,99.0,98.6
"Farmington School District","Special Education",90.0,63.3,72.2,70.5,75.0
"Glastonbury School District","Non-Special Education",98.8,98.7,99.2,98.8,99.1
"Glastonbury School District","Special Education",80.3,74.6,81.3,75.4,85.5
"Granby School District","Non-Special Education",97.2,98.2,99.5,97.8,98.0
"Granby School District","Special Education",92.3,90.9,69.2,72.0,93.8
"Greenwich School District","Non-Special Education",96.3,94.0,96.5,96.4,97.5
"Greenwich School District","Special Education",78.5,82.1,84.5,85.9,80.9
"Griswold School District","Non-Special Education",87.1,89.2,90.6,90.0,94.3
"Griswold School District","Special Education",31.8,77.8,61.9,60.0,60.0
"Groton School District","Non-Special Education",84.1,85.5,86.4,87.3,91.2
"Groton School District","Special Education",50.0,54.8,57.4,69.0,60.6
"Guilford School District","Non-Special Education",95.5,99.6,96.3,97.2,97.5
"Guilford School District","Special Education",84.6,83.3,74.4,57.6,75.0
"Hamden School District","Non-Special Education",85.5,88.3,87.4,93.9,93.0
"Hamden School District","Special Education",68.4,64.8,73.1,59.4,66.3
"Hartford School District","Non-Special Education",67.2,69.9,76.1,75.6,74.2
"Hartford School District","Special Education",43.8,42.4,47.3,52.3,51.7
"Killingly School District","Non-Special Education",75.4,81.1,79.5,83.2,83.5
"Killingly School District","Special Education",40.7,56.3,48.5,66.7,42.4
"Learn","Non-Special Education","N/A","N/A",77.8,93.5,90.7
"Learn","Special Education","N/A","N/A",100.0,78.6,80.8
"Lebanon School District","Non-Special Education",93.7,90.5,92.7,95.8,97.5
"Lebanon School District","Special Education",82.4,68.8,100.0,70.0,80.0
"Ledyard School District","Non-Special Education",92.3,93.5,92.1,96.1,98.0
"Ledyard School District","Special Education",70.4,77.8,72.4,65.1,61.8
"Lisbon School District","Non-Special Education","N/A","*","*","*","N/A"
"Lisbon School District","Special Education","*","*","*","*","N/A"
"Litchfield School District","Non-Special Education","*","*",98.7,"*",100.0
"Litchfield School District","Special Education","*","*",100.0,"*",100.0
"Madison School District","Non-Special Education",98.3,99.0,99.6,98.2,99.3
"Madison School District","Special Education",80.0,83.0,92.5,86.5,95.1
"Manchester School District","Non-Special Education",74.9,78.0,79.8,87.8,86.6
"Manchester School District","Special Education",49.4,52.5,46.6,54.5,54.9
"Meriden School District","Non-Special Education",74.3,74.5,75.7,83.1,79.8
"Meriden School District","Special Education",44.8,45.3,41.9,42.5,48.7
"Middletown School District","Non-Special Education",80.7,80.9,84.5,89.3,94.8
"Middletown School District","Special Education",55.6,52.5,63.5,48.1,52.1
"Milford School District","Non-Special Education",90.5,90.0,90.2,94.2,94.0
"Milford School District","Special Education",72.6,65.9,62.2,80.0,74.7
"Monroe School District","Non-Special Education",99.1,99.4,98.6,98.5,99.7
"Monroe School District","Special Education",69.2,82.4,84.8,80.0,74.1
"Montville School District","Non-Special Education",86.7,93.0,88.8,89.6,96.3
"Montville School District","Special Education",70.8,55.3,66.7,80.0,64.7
"Naugatuck School District","Non-Special Education",85.4,86.8,82.3,83.5,88.7
"Naugatuck School District","Special Education",64.6,68.6,54.7,73.5,68.5
"New Britain School District","Non-Special Education",54.1,65.5,65.1,66.8,73.7
"New Britain School District","Special Education",36.4,36.8,40.7,42.5,49.3
"New Canaan School District","Non-Special Education",98.6,98.9,98.6,99.6,100.0
"New Canaan School District","Special Education",87.1,84.8,90.9,88.6,92.1
"New Fairfield School District","Non-Special Education",92.1,99.5,96.1,98.1,99.6
"New Fairfield School District","Special Education",80.0,82.6,92.0,84.6,91.7
"New Haven School District","Non-Special Education",66.1,73.6,73.7,78.8,77.9
"New Haven School District","Special Education",46.5,52.1,53.4,53.3,57.7
"New London School District","Non-Special Education",70.3,68.1,68.2,75.8,79.9
"New London School District","Special Education",30.0,42.1,40.5,47.4,54.2
"New Milford School District","Non-Special Education",91.9,94.0,91.7,93.6,96.4
"New Milford School District","Special Education",57.1,69.0,56.4,55.3,62.1
"Newington School District","Non-Special Education",87.7,93.5,93.8,96.4,94.2
"Newington School District","Special Education",47.5,59.1,59.0,60.0,84.0
"Newtown School District","Non-Special Education",95.0,96.5,97.0,99.5,98.8
"Newtown School District","Special Education",83.7,78.9,65.1,72.7,59.0
"North Branford School District","Non-Special Education",97.0,95.2,96.6,91.7,96.5
"North Branford School District","Special Education",76.7,56.3,90.5,86.7,76.0
"North Haven School District","Non-Special Education",89.2,96.6,92.0,93.3,96.1
"North Haven School District","Special Education",71.4,58.1,57.5,48.6,60.0
"North Stonington School District","Non-Special Education",88.5,"*","*",95.9,"*"
"North Stonington School District","Special Education",100.0,"*","*",100.0,"*"
"Norwalk School District","Non-Special Education",85.8,86.3,86.2,85.8,92.2
"Norwalk School District","Special Education",73.7,74.3,72.0,69.9,69.9
"Norwich Free Academy District","Non-Special Education",85.6,87.4,87.8,90.7,91.0
"Norwich Free Academy District","Special Education",58.4,78.4,49.5,60.0,64.9
"Norwich School District","Non-Special Education","*","*","N/A","N/A","N/A"
"Norwich School District","Special Education","*","*","N/A","N/A","N/A"
"Old Saybrook School District","Non-Special Education","*",97.6,95.3,95.1,99.1
"Old Saybrook School District","Special Education","*",83.3,90.0,64.3,75.0
"Oxford School District","Non-Special Education",96.5,92.7,98.6,98.2,95.6
"Oxford School District","Special Education",72.7,77.8,77.8,66.7,63.6
"Plainfield School District","Non-Special Education",88.5,91.8,89.4,90.6,87.1
"Plainfield School District","Special Education",71.1,62.2,60.6,40.0,53.6
"Plainville School District","Non-Special Education",89.8,97.2,92.0,93.4,92.9
"Plainville School District","Special Education",75.9,65.5,70.0,60.0,66.7
"Plymouth School District","Non-Special Education",91.5,90.2,86.3,93.2,94.0
"Plymouth School District","Special Education",72.7,41.2,72.7,54.5,57.1
"Portland School District","Non-Special Education",85.2,91.8,"*",95.0,"*"
"Portland School District","Special Education",66.7,85.7,"*",72.7,"*"
"Putnam School District","Non-Special Education",86.0,"*",77.6,88.5,96.2
"Putnam School District","Special Education",55.6,"*",75.0,71.4,46.2
"Regional School District 01","Non-Special Education",83.6,95.6,91.8,90.3,96.0
"Regional School District 01","Special Education",81.3,88.5,83.3,83.3,83.3
"Regional School District 04","Non-Special Education",91.2,92.6,97.9,98.3,98.1
"Regional School District 04","Special Education",69.6,87.5,76.2,94.7,88.9
"Regional School District 05","Non-Special Education",94.0,97.4,97.2,98.6,97.9
"Regional School District 05","Special Education",78.0,86.7,86.4,80.7,82.9
"Regional School District 06","Non-Special Education",88.8,96.1,96.4,96.1,97.4
"Regional School District 06","Special Education",86.7,100.0,92.3,82.4,81.8
"Regional School District 07","Non-Special Education",97.8,98.8,96.4,95.7,99.2
"Regional School District 07","Special Education",64.0,67.6,84.0,68.0,83.3
"Regional School District 08","Non-Special Education",87.8,93.4,93.9,96.0,96.2
"Regional School District 08","Special Education",58.6,70.3,79.5,76.6,68.6
"Regional School District 09","Non-Special Education",99.5,99.5,97.6,96.8,98.3
"Regional School District 09","Special Education",75.7,76.0,71.0,91.2,77.8
"Regional School District 10","Non-Special Education",98.8,97.6,96.6,97.3,98.2
"Regional School District 10","Special Education",62.5,84.0,62.5,78.1,78.3
"Regional School District 11","Non-Special Education","*",93.5,90.3,"*",100.0
"Regional School District 11","Special Education","*",100.0,76.9,"*",92.3
"Regional School District 12","Non-Special Education",85.2,86.2,91.7,98.4,96.4
"Regional School District 12","Special Education",91.7,77.8,63.2,77.8,100.0
"Regional School District 13","Non-Special Education",94.4,98.3,98.4,98.2,100.0
"Regional School District 13","Special Education",81.3,91.3,73.1,72.0,61.8
"Regional School District 14","Non-Special Education",95.5,97.7,94.9,98.4,99.4
"Regional School District 14","Special Education",88.2,90.5,80.8,83.3,91.7
"Regional School District 15","Non-Special Education",93.7,96.1,96.3,98.6,96.5
"Regional School District 15","Special Education",73.2,77.8,84.0,84.8,81.8
"Regional School District 16","Non-Special Education",90.1,93.2,91.3,97.5,"*"
"Regional School District 16","Special Education",66.7,81.0,61.5,60.9,"*"
"Regional School District 17","Non-Special Education",93.1,94.5,99.3,100.0,100.0
"Regional School District 17","Special Education",90.9,88.0,82.8,89.7,71.4
"Regional School District 18","Non-Special Education",99.2,98.9,98.0,99.0,97.4
"Regional School District 18","Special Education",78.6,84.6,73.3,75.0,72.7
"Regional School District 19","Non-Special Education",86.6,90.8,94.4,96.4,95.2
"Regional School District 19","Special Education",56.8,72.4,51.0,75.6,68.3
"Ridgefield School District","Non-Special Education",97.4,99.0,98.4,98.6,98.4
"Ridgefield School District","Special Education",85.4,92.3,76.2,87.8,81.4
"Rocky Hill School District","Non-Special Education",91.1,94.1,91.5,92.3,94.8
"Rocky Hill School District","Special Education",87.5,71.4,79.2,86.7,72.7
"Seymour School District","Non-Special Education",84.4,92.8,87.7,91.1,93.1
"Seymour School District","Special Education",60.0,37.5,66.7,53.3,58.8
"Shelton School District","Non-Special Education",91.1,93.7,93.5,95.2,97.9
"Shelton School District","Special Education",48.4,62.5,42.3,51.5,64.3
"Simsbury School District","Non-Special Education",96.0,97.2,98.6,98.3,98.2
"Simsbury School District","Special Education",83.3,83.3,87.8,70.4,77.8
"Somers School District","Non-Special Education",96.2,98.5,98.5,99.1,96.6
"Somers School District","Special Education",78.6,63.6,80.0,81.3,69.2
"South Windsor School District","Non-Special Education",93.1,96.4,95.9,97.9,97.0
"South Windsor School District","Special Education",72.3,78.2,82.2,71.4,65.4
"Southington School District","Non-Special Education",93.2,95.1,93.4,97.5,96.3
"Southington School District","Special Education",70.3,69.6,75.4,68.1,74.4
"Stafford School District","Non-Special Education","*",88.2,90.6,95.2,96.0
"Stafford School District","Special Education","*",86.7,50.0,76.5,76.5
"Stamford Academy District","Non-Special Education","*",38.5,"*","*","*"
"Stamford Academy District","Special Education","*",60.0,"*","*","*"
"Stamford School District","Non-Special Education",86.7,86.7,89.6,91.5,90.2
"Stamford School District","Special Education",73.0,74.8,82.2,70.7,70.8
"Stonington School District","Non-Special Education",96.7,95.0,98.3,98.1,94.4
"Stonington School District","Special Education",71.4,71.4,74.1,43.8,57.1
"Stratford School District","Non-Special Education",91.1,90.0,94.1,94.3,93.9
"Stratford School District","Special Education",62.9,53.6,52.6,70.3,64.3
"Suffield School District","Non-Special Education",95.0,93.0,94.9,97.3,98.9
"Suffield School District","Special Education",92.3,72.7,73.9,80.8,74.1
"The Bridge Academy District","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*"
"The Gilbert School District","Non-Special Education","*","*",82.1,91.1,93.2
"The Gilbert School District","Special Education","*","*",43.8,63.6,75.0
"Thomaston School District","Non-Special Education",94.9,93.2,95.5,96.7,100.0
"Thomaston School District","Special Education",80.8,84.2,71.4,75.0,75.0
"Thompson School District","Non-Special Education","*",87.8,90.8,92.1,95.1
"Thompson School District","Special Education","*",63.6,81.8,80.0,77.8
"Tolland School District","Non-Special Education",93.8,97.6,95.5,94.6,98.4
"Tolland School District","Special Education",75.0,87.0,77.3,64.0,57.9
"Torrington School District","Non-Special Education",80.5,81.6,87.0,88.3,90.2
"Torrington School District","Special Education",53.1,69.6,72.9,58.5,63.2
"Trumbull School District","Non-Special Education",98.3,98.4,98.3,98.2,99.6
"Trumbull School District","Special Education",91.7,84.1,91.4,76.4,83.0
"Unified School District #1","Non-Special Education","*","*","*","*","*"
"Unified School District #1","Special Education","*","*","*","*","*"
"Unified School District #2","Non-Special Education",30.0,"*","*",26.7,"*"
"Unified School District #2","Special Education",30.0,"*","*",28.6,"*"
"Vernon School District","Non-Special Education",84.6,84.9,85.5,87.2,89.9
"Vernon School District","Special Education",56.7,55.6,57.1,52.4,60.9
"Wallingford School District","Non-Special Education",89.3,96.2,93.8,94.5,95.6
"Wallingford School District","Special Education",69.7,66.7,71.8,73.6,78.9
"Waterbury School District","Non-Special Education",68.1,66.3,70.6,72.6,74.8
"Waterbury School District","Special Education",50.3,39.9,46.2,45.3,44.4
"Waterford School District","Non-Special Education",92.5,94.8,97.1,95.6,97.2
"Waterford School District","Special Education",70.6,71.0,57.1,65.2,71.4
"Watertown School District","Non-Special Education",92.2,93.6,92.0,95.6,94.2
"Watertown School District","Special Education",54.8,71.4,51.4,61.5,56.3
"West Hartford School District","Non-Special Education",93.5,94.9,94.9,97.8,97.6
"West Hartford School District","Special Education",67.6,77.2,78.4,67.4,67.3
"West Haven School District","Non-Special Education",69.6,75.4,71.5,77.6,80.1
"West Haven School District","Special Education",52.4,49.0,52.4,42.9,57.4
"Westbrook School District","Non-Special Education","*","*",97.2,"*",97.2
"Westbrook School District","Special Education","*","*",85.7,"*",100.0
"Weston School District","Non-Special Education",99.5,100.0,100.0,99.4,99.3
"Weston School District","Special Education",84.6,95.2,90.9,77.8,79.2
"Westport School District","Non-Special Education",98.6,98.9,99.5,99.5,99.8
"Westport School District","Special Education",82.1,91.9,92.9,87.9,90.0
"Wethersfield School District","Non-Special Education",94.0,92.9,95.5,95.3,95.6
"Wethersfield School District","Special Education",58.3,65.4,46.4,58.6,53.1
"Wilton School District","Non-Special Education",98.9,98.9,98.5,98.8,98.9
"Wilton School District","Special Education",85.2,90.6,82.7,85.4,80.4
"Windham School District","Non-Special Education",63.9,75.4,78.9,78.6,87.0
"Windham School District","Special Education",49.0,55.3,59.5,44.8,60.0
"Windsor Locks School District","Non-Special Education",87.7,92.6,94.4,94.4,91.1
"Windsor Locks School District","Special Education",61.5,75.0,62.5,58.3,63.2
"Windsor School District","Non-Special Education",85.7,87.6,84.4,93.3,93.6
"Windsor School District","Special Education",64.4,66.7,61.7,66.7,64.4
"Wolcott School District","Non-Special Education",94.2,94.8,95.4,97.3,98.7
"Wolcott School District","Special Education",73.7,84.6,83.3,70.0,83.3
"Woodstock Academy District","Non-Special Education",94.5,95.9,97.0,96.9,98.9
"Woodstock Academy District","Special Education",91.7,88.2,66.7,78.3,94.4

